kind,tweet_id,parent_tweet_id,parent_tweet_text,created_at,user_id,user_screen_name,text,in_reply_to_id,retweet_count,favorite_count,relevan,sentimen,emosi,intensi,aspek,alasan,,
commentar,1.61445579144838E+018,1.61441542409934E+018,"@item_legit Politik cpns itu mmg lbh busuk. Formasi dibuka dg tujuan angkat ordalnya. Kalo bumn, tes masuknya murni. Politik dimulai saat udh masuk, mau naik kapal mana. 
Klo d cpns no 1, sy yakin anda bs lolos tes bumn. 
Intrviewnya jg lbh fair, hnya sj ini kan oknum yg bntu jawabin soal",Sun Jan 15 02:53:50 +0000 2023,1.47980751448915E+018,gijillll,"@pluviophile171 @item_legit Maka dari itu,semisal ada tes cpns lagi,pilih instansi yg gak ada wawancaranya,,memang semua bermain di nilai wawancara,banyak yg skd skb tinggi tapi di wawancara gak keluar nilainya",1.61441542409934E+018,0,,iya,negatif,kritik,saran,strategi,sarankan pilih instansi tanpa wawancara karena nilainya krusial.,,
tweet,1.61417056530009E+018,,,Sat Jan 14 08:00:27 +0000 2023,7.82618769768067E+017,kelas_cpns,"Kelas persiapan online via telegram bahas bahas soal persiapan CPPPK 2023 : Tes Kemampuan Teknis, Tes Kemampuan Manajerial

Tes Kemampuan Sosio-Kultural dan Tes Wawancara Bidang

bisa hubungi kami langsung disini : https://t.co/g8VXcmx2qW https://t.co/s3cqW3VFV1",,0,,tidak,netral,promosi,promosi,pppk,"iklan kelas pppk, bukan cpns.",,
tweet,1.6135162462886E+018,,,Thu Jan 12 12:40:25 +0000 2023,1.44135094126171E+018,AlkuinMeydalyan,"contoh soal tes PPPK Tenaga Teknis
https://t.co/Bs8zktlkB6",,0,1,tidak,netral,promosi,promosi,pppk,"link contoh soal pppk, tidak relevan cpns.",,
tweet,1.61308638726339E+018,,,Wed Jan 11 08:12:19 +0000 2023,7.82618769768067E+017,kelas_cpns,"Semangat yang akan melanjutkan tes tahapan wawancara GFLP Bank BRI 2023

kelas persiapan BUMN 2023 : https://t.co/Mrnqnbv7rT https://t.co/RRC1TrAkf9",,0,1,tidak,netral,promosi,promosi,bumn,"iklan kelas wawancara bri, bukan cpns.",,
tweet,1.60801603567186E+018,,,Wed Dec 28 08:24:33 +0000 2022,7.82618769768067E+017,kelas_cpns,"CONTOH SOAL CPPPK UMUM : TES WAWANCARA BIDANG

https://t.co/u1tS9nJfDD https://t.co/66vX9mkbFi",,0,,tidak,netral,promosi,promosi,pppk,promosi soal pppk wawancara bidang.,,
tweet,1.60766165886398E+018,,,Tue Dec 27 08:56:23 +0000 2022,7.82618769768067E+017,kelas_cpns,"CONTOH SOAL CPPPK UMUM : TES WAWANCARA BIDANG

https://t.co/u1tS9nJfDD",,0,,tidak,netral,promosi,promosi,pppk,duplikasi tweet promosi pppk.,,
commentar,1.6055660147034E+018,1.60556100415005E+018,@ilysmlevii @ijustwannabhppy @worksfess Bener bgt lagi do the best and let Allah do the rest,Wed Dec 21 14:09:02 +0000 2022,8.79911421659632E+017,ReVeluvforRV,"@hi_bellsky @ilysmlevii @ijustwannabhppy @worksfess Mikir gini juga, cpns udah tahap ke 2 yg 3 rangkaian sekaligus, tes tulis dan psikotes bagus, pd lolos, taunya ga lolos diliat detailnya wawancara 28/100. emg tuhan tau gua gasiap gaji berkurang setengah🤣🤣🤣. Tapi tetep kepo, bener aja cuma panelis interview gua aja yg jeblok💩",1.60556100415005E+018,0,2,iya,negatif,kecewa,cerita,nilai,cerita gagal cpns karena nilai wawancara rendah.,,
commentar,1.60534253319818E+018,1.60534186260027E+018,kalo di keluarga gue ngga di minum sih cuma cuci kaki ibu terus dicium sambil minta doa restu misalkan ada keinginan atau tujuan biar dilancarkan semuanya.,Tue Dec 20 23:21:00 +0000 2022,1.0451655932073E+018,kittyrina_411,"Tapi kayak gini nggak setiap waktu dilakuin, justru jarang bgt. Harus di moment moment penting aja misal mau berangkat wawancara kerja atau tes cpns.",1.60534186260027E+018,0,,iya,netral,cerita,refleksi,persiapan,menyebut tes cpns sebagai momen penting seperti wawancara kerja.,,
commentar,1.6053352940979E+018,1.60503631104312E+018,work! kalian di tahap apa kalo gak lolos pas poses recruitment? https://t.co/abxBzGGNaZ,Tue Dec 20 22:52:14 +0000 2022,1619633839,Eriaber,"@worksfess Pas CPNS tahun lalu. Peluang ku udah gede banget. Nilai SKB dn wawancara juga bagus sayangnya aku gagal di tes kesehatan sampe"" aku gk mau ngulik bagian yg tdk sehat dimana",1.60503631104312E+018,0,,iya,negatif,kecewa,cerita,kesehatan,"cerita gagal cpns karena tes kesehatan, bukan wawancara.",,
commentar,1.60529096098376E+018,1.60505432199266E+018,"@worksfess Udah sampe SKB CPNS, nilai tesnya lumayan tinggi, tapi anjlok di wawancara 😭
Pernah juga tes sebagai guru di SMA negeri, nilai tes tulisnya bagus, eh anjlok di microteaching 😢",Tue Dec 20 19:56:04 +0000 2022,1455410748,kennnakemi,"@koalalapo @worksfess Sama kasus nya pas tes cpns, nilai udah tinggi. Eh anjlok di wawancara. Sakit kalo dingat sih 😭",1.60505432199266E+018,0,,iya,negatif,sedih,cerita,wawancara,cerita gagal karena nilai wawancara anjlok.,,
retweet,1.605189161556E+018,1.60503631104312E+018,work! kalian di tahap apa kalo gak lolos pas poses recruitment? https://t.co/abxBzGGNaZ,Tue Dec 20 13:11:33 +0000 2022,391217793,dearkittydeer,"AP1 jatuh di mcu wkwkwk padahal udah ukur baju dll, airnav ini gatau jatuhnya dimana tapi satu pewawancara gaada yg lolos, skb cpns 2x jatuh di mcu sama tes tulis, rbb1 jatuh di wawancara karna suaranya heelang wkwkwkwk, jujurly capek woy wkwkwk gagal di tahap akhir terus",,0,,iya,negatif,lelah,cerita,gagal,cerita gagal berulang di cpns dan wawancara.,,
commentar,1.60517684971728E+018,1.60503631104312E+018,work! kalian di tahap apa kalo gak lolos pas poses recruitment? https://t.co/abxBzGGNaZ,Tue Dec 20 12:22:38 +0000 2022,377084714,zulfikarfahmi13,"@worksfess tes cpns skd rank 1
saat tes skb malemnya begadang karena jadwal piket jaga ponpes alhasil ada beberapa menit yang ketiduran saat ngerjain
saat wawancara kasih jawaban yg kurang meyakinkan

alhasil, ga lolos di urutan kedua dengan selisih indeks yg sangat tipis",1.60503631104312E+018,0,,iya,negatif,kecewa,cerita,skb,cerita gagal cpns karena jawaban wawancara kurang meyakinkan.,,
commentar,1.60505432199266E+018,1.60503631104312E+018,work! kalian di tahap apa kalo gak lolos pas poses recruitment? https://t.co/abxBzGGNaZ,Tue Dec 20 04:15:45 +0000 2022,1.13082530417434E+018,koalalapo,"@worksfess Udah sampe SKB CPNS, nilai tesnya lumayan tinggi, tapi anjlok di wawancara 😭
Pernah juga tes sebagai guru di SMA negeri, nilai tes tulisnya bagus, eh anjlok di microteaching 😢",1.60503631104312E+018,3,28,iya,negatif,kecewa,cerita,microteaching,cerita gagal di wawancara dan microteaching meski nilai tinggi.,,
commentar,1.60342896769161E+018,1.60342281203456E+018,,Thu Dec 15 16:37:10 +0000 2022,1.01923911565974E+018,ddubokki,"@egatauding Kalo tes CPNS, tahap pertama emang logika nalar, skd kan, tp SKB, itu emang sesuai bidang, dan jobdesk lowongan yg dilamar dan ada wawancara.
Kalo p3k, kalo gak salah penilaiannya juga ada profesi bidangnya yg berupa sertifikat kyk PPG atau STR, yg didapatkan setelah mengabdi--",1.60342281203456E+018,0,,iya,netral,informatif,penjelasan,tahapan,jelaskan tahap cpns dan wawancara bidang.,,
commentar,1.60260503139143E+018,1.60246557503249E+018,@tamiyabrrm @worksfess Kalo boleh tau 2x kena di mcu kenapa ya nder? Karenapenyakit bawaan atau apa ya? Makasih,Tue Dec 13 10:03:09 +0000 2022,1191957924,minorityhijab,"@cupang_fish @tamiyabrrm @worksfess Aku gini jg nder. Dulu di bank swasta trus ikut tes bank bumn, uda tes wawancara akhir &amp; tes kesehatan. Aku pilih resign, eh taunya gk kepanggil donk. Nyesek di MCU rontgen ku ada bekas TB walopun uda sembuh tp ttp dinyatakan gugur. Alhamdulillah kemudian lolos CPNS.",1.60246557503249E+018,0,1,iya,positif,lega,cerita,lolos,cerita gagal di bumn tapi lolos cpns.,,
commentar,1.59790526767682E+018,1.59781815306068E+018,"@terpantjar @idntknwi @worksfess konsisten belajar aja sih kak kalo dari aku, kemaren aku sehari paling ngga ngerjain 1 paket soal.",Wed Nov 30 10:47:58 +0000 2022,3300810590,orunamen,@putnadsaf @terpantjar @idntknwi @worksfess Kalo rekrutmen bumn ada wawancara ga ya kak? Atau cuma tes ky cpns aja?,1.59781815306068E+018,0,,iya,netral,tanya,pertanyaan,rekrutmen,bertanya apakah bumn ada wawancara seperti cpns.,,
commentar,1.59565652562362E+018,1.59535129179799E+018,@worksfess CPNS,Thu Nov 24 05:52:16 +0000 2022,60798347,Ma_tematika,"@Skincareraan @worksfess Tergantung instansinya 🤭 dulu sy Tes CPNS pas udh skd ada psikotesnya ngerjain soal, besoknya wawancara bareng psikolog, udh itu skb soal, besoknya wawancara lagi sama pejabatnya",1.59535129179799E+018,0,,iya,netral,informatif,penjelasan,tahapan,jelaskan urutan wawancara dan psikotes cpns.,,
tweet,1.59411671193807E+018,,,Sat Nov 19 23:53:36 +0000 2022,559061212,InayahSyar,"1 jawaban yg pgn bgt kuulang saat tes wawancara cpns kemenag pas ditanya ""Jd Anda tdk punya latar belakang pend. keagamaan sama sekali? Tdk pernah mondok/sekolah di madrasah/UIN?"", harusnya kujwb, ""Alhamdulillah ada 1 pak, saya TK di TK Aisyiyah, fondasi sudah kokoh sjk dini.""",,1,2,iya,positif,humor,refleksi,jawaban,cerita lucu tentang jawaban wawancara cpns yang ingin diulang.,,
commentar,1.59130587608187E+018,1.59129013813893E+018,"@spartlaxzx @haniffcfc @txtdrberseragam Kalo ada Wawancara hati-hati, titipan ada disitu wkwkwk",Sat Nov 12 05:44:20 +0000 2022,9.88591525595513E+017,spartlaxzx,"@EmilianFaiz @haniffcfc @txtdrberseragam Bagusnya seluruh mekanisme rekrutment ASN udah gak pake Wawancara lagi😁.
Kecuali CPNS Sipir itu biasanya ada tes fisik dan kesehatan.
Sisanya semua instansi gak ada tes wawancara, SKD+SKB doang",1.59129013813893E+018,0,1,iya,positif,tegas,usulan,tanpa-wawancara,"mengusulkan rekrutmen asn tanpa wawancara, cukup skd+skb.",,
commentar,1.58906453533565E+018,1.58877935657846E+018,Work! Aku mau mulai belajar dari sekarang. Minta testi juga yg pernah ikut bimbel ce pe en es 🙏🏻thanks https://t.co/KVgmap99MY,Sun Nov 06 01:18:03 +0000 2022,78234450,zawaryossi,"@worksfess Gw keterima cpns 2020, belajar sendiri tiap pulang kerja nyicil latian soal d buku paket yg beli di gramed, alhamdulillah tes SKD nilai gw 398 dan jadi yg tertinggi. Pas SKB banyak nonton yutub krn tesnya wawancara &amp; psikotes, alhamdulillah nilainya tinggi jg &amp; lolos. Yg penting-",1.58877935657846E+018,0,18,iya,positif,bangga,cerita,lolos,cerita lolos cpns, siapkan skb (wawancara/psikotes) via belajar.,
commentar,1.58348827231923E+018,1.58348391053245E+018,@mamimoodz @UlfaMnrh Jangan lupakan tes wawancara,Fri Oct 21 15:59:58 +0000 2022,1.41043815305631E+018,bangroee,@dipanggildadhe @mamimoodz @UlfaMnrh Cpns ngga aada tes wawancara mon maap,1.58348391053245E+018,0,1,iya,netral,korektif,klarifikasi,prosedur,menyatakan cpns tidak ada wawancara (opini soal prosedur).,,
tweet,1.57961814978766E+018,,,Mon Oct 10 23:41:29 +0000 2022,184329896,pratamaARLAN,"*di suatu wawancara

“Pak, biasanya dalam wawancara kan ditanya mau gaji berapa, nah sy menghormati perusahaan, pastinya sudah ada kebijakan utk itu, namun jika harus menjawab maka angka hidup layak menurut saya ada di angka 15 jt karena…”

‘Maaf mas, ini tes wawancara cpns 🙂’",,0,3,iya,netral,humor,hiburan,gaji,sketsa humor “gaji 15 jt” disangka wawancara cpns.,,
tweet,1.57603889955344E+018,,,Sat Oct 01 02:38:49 +0000 2022,1.34397907324928E+018,mencarilebah,Gw uda bneran capek bgt di negeri ini. Kek org vokal buat kebaikan tu gperna dihargain mau pemerintah swasta dll. Lo liat aja brp bnyak lulusan lpdp yg hrsnya uda gausa ditanya capabilitynya tp sllu gagal di tes wawancara cpns,,0,,iya,negatif,lelah,keluhan,wawancara,keluh lulusan lpdp sering gagal di wawancara cpns.,,
tweet,1.57570658506152E+018,,,Fri Sep 30 04:38:19 +0000 2022,1.03685702574806E+018,retnowuri99,Panduan Tes Wawancara SKB CPNS Kemenkumham Lulusan SMA Sederajat https://t.co/kfRForLqsi,,0,,iya,netral,informatif,bagikan,panduan,tautan panduan wawancara skb kemenkumham.,,
commentar,1.57563673751824E+018,1.57539714822861E+018,"@AdiknyaJisung @bbyaniii @worksfess kalo BB emang iya ngaruh juga, saya dulu interview buat ke Jepang alasan user gak ngambil ya karena overweight padahal dari hasil psikotest sama interview selalu paling baik diantara kandidat lain",Fri Sep 30 00:00:46 +0000 2022,273808452,CaCHa_26,"@TyanBestyana @AdiknyaJisung @bbyaniii @worksfess Pernah ikut tes cpns dan udah sampai tahap wawancara , disitu panitia nanya BB aku (waktu itu BB aku 78kg T 155cm, dan emang gemuk sih)
Tp kenapa gak dari awal mereka adain tes berat badan, padahal di awal ada tes tinggi badan :')",1.57539714822861E+018,0,,iya,negatif,tidak nyaman,kritik,diskriminasi,pengalaman ditanya/diukur bb saat wawancara cpns.,,
commentar,1.57186060006998E+018,1.57185945463072E+018,Work! Soal tes C*P*NS dan tes B*U*MN susah mana? Tahapan tahapan tes C*P*NS dan B*U*MN apa aja?,Mon Sep 19 13:55:45 +0000 2022,815167992,say_yasz,"@worksfess CPNS Pemda : SKD (CAT) &amp; SKB (CAT)

CPNS K/L/ pusat : SKD (CAT) &amp; SKB (CAT, wawancara, tes bhs. Inggris, tes kesehatan, FGD dll)* 

Cpns K/L/pusat skbnya bervariatif, tergantung instansi",1.57185945463072E+018,0,,iya,netral,informatif,penjelasan,variasi,bedakan pemda (cat) vs k/l (tambah wawancara/tes lain).,,
commentar,1.57134529618944E+018,1.57133602232324E+018,@duaporsi @imrenagi Fyi kl dirjen jabatan politik ya mazzeeh 🥹🙏🏻 maka dr ituhhh~~,Sun Sep 18 03:48:07 +0000 2022,236745798,pvndvmlvks,"@ms_morninggstar @duaporsi @imrenagi btul. menterinya ngambil kalo ga dari tni/polri, ya politikus, ya petinggi perusahaan. pns ga mungkin jadi menteri

buat cpns, habis skb ada wawancara. buat jabatan pranata komputer ada tes pngetahuan IT (jaringan, database, &amp; coding beberapa soal)",1.57133602232324E+018,0,4,iya,netral,informatif,penjelasan,teknis,jelaskan pasca-skb ada wawancara, sebut materi it.,
commentar,1.55867621235638E+018,1.55867553448555E+018,"Dulu banget, lulus SMA pernah daftar cpns. Dah tes tertulis, berikutnya tes wawancara. Eh ditanya ""ada keluarga bapak ibu atau kakak, atau saudara kerabat yg jd pns jg ga?"" Kujawab ""tidak ada, bu."" Habis itu gaada kabarnya cpns lulus atau engga yg berarti engga.",Sun Aug 14 04:45:42 +0000 2022,960773334,miskiy28,"Habis itu jd pesimis, sptnya ga bakal bisa jd pns krn di keluargaku gaada yg pns. Tp th 2015 daftar cpns, alhamdulillah lulus. Mgkn krn gaada wawancaranya cuma tes CAT. Atau memang dah waktunya jd pns, mgkn kl ada wawancara ya tetep lulus kl sdh tulisnya.",1.55867553448555E+018,0,,iya,positif,lega,cerita,cat,lolos karena formasi tanpa wawancara (full cat).,,
tweet,1.55867553448555E+018,,,Sun Aug 14 04:43:00 +0000 2022,960773334,miskiy28,"Dulu banget, lulus SMA pernah daftar cpns. Dah tes tertulis, berikutnya tes wawancara. Eh ditanya ""ada keluarga bapak ibu atau kakak, atau saudara kerabat yg jd pns jg ga?"" Kujawab ""tidak ada, bu."" Habis itu gaada kabarnya cpns lulus atau engga yg berarti engga.",,0,,iya,negatif,kecewa,cerita,nepotisme,cerita ditanya keluarga pns saat wawancara lalu tak lolos.,,
retweet,1.55704809992672E+018,1.55656159134864E+018,"Ternyata pop punk sudah gak seterkenal itu di era skrg :(

Emang anak-anak zaman sekarang dengerin musiknya apa sih? https://t.co/gpIONtpZey",Tue Aug 09 16:56:10 +0000 2022,314105223,jvncs_,"Tidak tau Blink, gak masalah kok. Gak masuk dlm ujian sekolah, tidak ditanya juga saat wawancara kerja, apalagi tes cpns 👍",,0,,iya,netral,ringan,pernyataan,relevansi,menyatakan topik tak ditanyakan di ujian/wawancara/cpns.,,
commentar,1.54956741968934E+018,1.54882751251114E+018,"Work! Minta saran ya teman teman semua,thank you https://t.co/YeDGP97OaH",Wed Jul 20 01:30:37 +0000 2022,9.3653521687679E+017,Niacan5,"@worksfess Persis banget kak dgn pengalamanku, cari kerjaan tetap nyambi jadi tutor d kursus selama 4 tahun, semuanya mentok di wawancara, tahun ke 5 akhirnya dpt kerja d smelter nickel walaupun ga sesuai jurusan kuliah, tahun ke 6 puji Tuhan lulus tes cpns setelah 3x ikut tes",1.54882751251114E+018,0,,iya,positif,syukur,cerita,perjuangan,mentok di wawancara kerja, akhirnya lolos cpns.,
commentar,1.54942705115716E+018,1.54937217881435E+018,@sri_wahyuni35 @pitek_wkwk @fairygonewild_ mjb ka. kalo tesnya itu mapelnya apa aja?,Tue Jul 19 16:12:50 +0000 2022,805141279,sri_wahyuni35,"@urfuturehero @pitek_wkwk @fairygonewild_ Saya tidak paham untuk tes tahun ini, kak @urfuturehero 

Saya seleksi PPG 3T tahun 2018, waktu itu cuma tes pengetahuan umum, tes minat dan bakat serta tes wawancara.

Tes pengetahuan umum mirip dengan tes cpns, terus ada bagian soal yang sesuai dengan jurusan kita.",1.54937217881435E+018,0,,iya,netral,informatif,perbandingan,mirip-cpns,paparkan seleksi lain (ppg) termasuk wawancara mirip cpns.,,
tweet,1.54937686310913E+018,,,Tue Jul 19 12:53:24 +0000 2022,9.2054211597253E+017,dishub_aceh,"Dhea Atifa (26), CPNS @dishub_aceh bersama 154 ASN lainnya, mengikuti tes uji kompetensi yang digelar selama 2 hari di Aula Dishub Aceh, (19-20 Juli).Tes ini terdiri dalam 2 tahap, yaitu psikotest dan wawancara. Tes ini menilai aspek intelektual, sikap kerja, dan kepribadian ASN. https://t.co/o4elNWPZ6R",,52,76,iya,netral,informatif,laporan,kompetensi,uji kompetensi asn: psikotest + wawancara.,,
retweet,1.54604052352978E+018,1.54603937889551E+018,,Sun Jul 10 07:55:59 +0000 2022,1.48351090309845E+018,Karinax,"iya ampe bikin wawancara segala ""gue pantes atau gak jadi pacar nya"", lah kek udh tes cpns anjir",,0,,iya,netral,humor,analogi,perbandingan,mengibaratkan wawancara hubungan seperti tes cpns.,,
commentar,1.54088920650702E+018,1.54085587266178E+018,"@yrsouldear @convomfs maaf mau nnya, cpns yg gapake wawancara itu kakaknya daftar dimana, siapa tau bisa juga aamiin",Sun Jun 26 02:46:29 +0000 2022,9.89277164120957E+017,yrsouldear,"@wiwinnf @convomfs Daftar cpns itu serentak semuanya lewat BKN. Kalo yg gapake wawancara di SKB tuh kebanyakan pemkot sama pemda, jadi SKB cuma tes aja.
Tp kalo pilihnya di pusat, kayak kementerian gitu biasanya pasti ada tes lainnya kayak wawancara, teh keahlian, tes kesehatan gitu",1.54085587266178E+018,0,,iya,netral,informatif,penjelasan,instansi,bedakan pemkot/pemda (tanpa wawancara) vs pusat (ada wawancara).,,
commentar,1.53987242316389E+018,1.53987195909769E+018,"Kisah kelam ditahun 2018 (btw kisah2 kelam mulu yang dibagi ditwitter ya, karena kisah berwarna dibagi di ig 😁)",Thu Jun 23 07:26:09 +0000 2022,94019884,MdAdityaP,Dulu saya sama istri sama2 lolos cpns dosen (cat sama2 lolos dan nomor 1 dikelasnya masing2 heheh) lalu tiba waktu untuk tes skd (tes pilihan tes easay wawancara dan tes ngajar),1.53987195909769E+018,0,,iya,netral,informatif,penjelasan,tahapan,rangkaian tes termasuk wawancara & mengajar.,,
commentar,1.53801993230204E+018,1.53801967798913E+018,"Work! Bisa gak ya dapet kerja tapi tanpa tes interview, suka tersendat sendat kalo jawab interview padahal sebelumnya udah berusaha bikin teks dan dihafalin tapi pas ditanya zonk😭",Sat Jun 18 04:45:01 +0000 2022,1.37283778210045E+018,bincangbasabasi,"@worksfess bisa, cpns yg gak pake tes skb wawancara 😭👍",1.53801967798913E+018,0,1,iya,positif,dukungan,saran,tanpa-wawancara,menegaskan bisa pilih cpns tanpa skb wawancara.,,
retweet,1.53437161833171E+018,1.53346645214495E+018,"@AREAJULID Test cpns juga bisa pake ordal kalo udah sampe tahap wawancara. Kalo punya ortu/kerabat ordal, nilai wawancara auto &gt;90. Tapi yg lolos tahap akhir tetep sistem ranking dan rejeki. Punya ordal cuma ngebantu nilai wawancara, sisanya tetep usaha dan doa.",Wed Jun 08 03:07:55 +0000 2022,1.41351701746683E+018,BukanIly,"Gua juga dikasih tau sendiri sama yang biasa masukin, kalo tes CPNS emang tahap 1 masih jujur nyari yang nilai bagus. Tapi kalo di tahap wawancara nilainya udah ga jujur sih, jalur titipan berperan disini",,0,,iya,negatif,sinis,kritik,titipan,menyebut jalur titipan bermain di nilai wawancara.,,
commentar,1.53109761609606E+018,1.53108578123396E+018,"@Haluwicaks @j_schagi @calon_engineer @sbmptnfess Ada tes nya ka? Ptk itu apa ya, maaf nanya karna belum ngalamin🙏",Mon May 30 02:18:12 +0000 2022,1.22562795211882E+018,Haluwicaks,"@hmmsyp @j_schagi @calon_engineer @sbmptnfess Perguruan tinggi kedinasan/kementerian kayak STAN, STIN, STIS, dll. Ada seleksi berkas, SKD CPNS, kesehatan, samapta, psikotes, wawancara. Kalo keadaannya memungkinkan, ada sidang pantukhir yang nantinya bakal diwawancara sama diuji lagi 3 tes terakhir untuk validasi.",1.53108578123396E+018,0,10,iya,netral,informatif,penjelasan,kedinasan,"uraikan tahapan (skd, fisik, psikotes, wawancara, pantukhir).",,
commentar,1.53078808155275E+018,1.530742318831E+018,"Tidak ada tempat kerja yang ideal. Tapi kerja di pemerintahan memang overrated, Anda keluar banyak yang mengantre. Makanya aspek engagement, kepuasan, dan retensi pegawai jadi nomor sekian. Tapi, saya juga senang, tempat saya kerja sudah semakin humanis.",Sun May 29 05:48:13 +0000 2022,229776362,rizqitamiang,"@bambangisme Rekrutmen cpns di daerah sekarang mayoritas lebih bersih dengan cat. Apalagi tes wawancara utk skb bagi instansi pemda gak dibolehin lagi, dan tes tambahannya cuma 1 aja selain cat skb, jadi rata2 di pemda itu lulus karena nilai skd+skb secara online",1.530742318831E+018,0,4,iya,positif,apresiatif,penjelasan,transparansi,rekrutmen daerah lebih bersih, wawancara skb pemda dilarang.,
commentar,1.52870713748391E+018,1.52864860998589E+018,"/wzd guyss, if u have felix felicis the liquid of luck, bakal kalian pake buat apaaa?? kalo aku kayaknya bakal pake buat something important kayak sidang skripsi HAHAHA https://t.co/wbEIOVZcAv",Mon May 23 11:59:18 +0000 2022,1.26741011722331E+018,siminghao_o,"@wizardfes wawancara kerja, tes cpns/bumn sabi tuh",1.52864860998589E+018,0,,iya,netral,ringan,saran,persiapan,menyebut konteks “wawancara kerja/tes cpns/bumn”.,,
commentar,1.52615056515924E+018,1.52611354434062E+018,,Mon May 16 10:40:23 +0000 2022,1.27474531314463E+018,brigitta_hadid,"@collegemenfess Aku sharing ttg tes cpns kekinin ya. Kalo di kementerian tempat aku kerja, organisasi jg ditanyain ketika tes wawancara. Tesnya ya memecahkan masalah dlm organisasi, membuat problem solving. Banyak ditanya “what if.. what if…” gitu deh. Jawabanku based on pengalaman, bukan buku.",1.52611354434062E+018,0,,iya,netral,informatif,berbagi,problem-solving,"cerita tipe soal wawancara: organisasi, what-if, pengalaman.",,
commentar,1.51906574192411E+018,1.51896361176259E+018,@hoammss @shadowlessangel @mazzini_gsp ada tuh instansi kalau ditelisik isinya keluarga semua.,Tue Apr 26 21:27:50 +0000 2022,120027641,sunsantuuuy,"@elpict @hoammss @shadowlessangel @mazzini_gsp Sya pns 2019 lewat tes cpns serentak itu mas. Smpee skrg masih disangka nyogok 😭 pdhl sya tes murni lewat CAT. Gmna caranya nyogok coba. Th itu ga ada wawancara, smua komputerisasi. Hasil lgsg keliatan bgitu kta milih jawaban. Bhkan ibu yg nemenin sya pas tes bsa tau jwaban sya",1.51896361176259E+018,0,,iya,positif,pembelaan,klarifikasi,cat,tekankan lulus murni cat tanpa wawancara, hasil langsung terlihat.,
commentar,1.51878664257185E+018,1.51878533322726E+018,"Kecurangan CPNS 2021 Dijalankan Jaringan, Bareskrim Periksa Kementerian PANRB dan BKN https://t.co/YghruF6ByO",Tue Apr 26 02:58:47 +0000 2022,51386569,manggleng,"@liputan6dotcom Nah ini ! Seharusnya lolos jadi CPNS. Masa SKD, SKB nilainya tinggi, tes wawancara nilainya drop separo ???",1.51878533322726E+018,0,,iya,negatif,protes,kritik,nilai,komentar nilai wawancara turun separuh meski skd/skb tinggi.,,
commentar,1.51473986664257E+018,1.51441525967908E+018,sch! helppp https://t.co/1YbxkCSQAX,Thu Apr 14 22:58:21 +0000 2022,1705564645,dllakf,"@schfess Bantu jawab. Jadi untuk BMKG sendiri ada ikatan dinasnya yaitu STMKG. Dia ini semi militer. Tahapan tes masuknya ada 4, yaitu TKD, TKA, tes fisik, dan wawancara. Ohya, poin plusnya, STMKG ini sudah termasuk CPNS ya dan langsung penempatan di BMKG seluruh indonesia setelah lulus.",1.51441525967908E+018,0,1,iya,netral,informatif,penjelasan,stmkg,tahapan masuk stmkg termasuk wawancara, status cpns.,
tweet,1.50771435164122E+018,,,Sat Mar 26 13:41:28 +0000 2022,115825653,AFstrak,"*Sedang tes CPNS sesi wawancara*
🥸 : Ini kan kementerian vertikal, formasi ini juga formasi nasional. Apa kamu siap ditempatkan di mana saja?
👦 : Saya sih siap, pak. Tapi rumah dinas siap nggak saya tempati?",,0,,iya,netral,humor,simulasi,penempatan,dialog humor pertanyaan penempatan saat wawancara cpns.,,
commentar,1.50527730355465E+018,1.50505460007995E+018,"[Askrl] kasian banget. Usaha menghianati hasil, krn org dalam. Kalo viral, bakal di tindak gk yyyyy😌 https://t.co/46HyENIxb4",Sat Mar 19 20:17:30 +0000 2022,109500376,mawnardani,"@Askrlfess Sama kaya saya tes CPNS Tahun 2021, SKD Tertinggi di formasi saya, SKB Cat BKN tertinggi di formasi saya, Tes wawancara gatau nilainya karena langsung di rata² sama SKB cat BKN, dan saya tidak LOLOS.😭",1.50505460007995E+018,0,,iya,negatif,sedih,cerita,agregasi,nilai wawancara diratakan, tetap tidak lolos.,
tweet,1.50427004307679E+018,,,Thu Mar 17 01:35:00 +0000 2022,1.24459736182689E+018,worksfess,work! ada yang pernah ikut tes wawancara cpñs? biasanya pertanyaannya lebih ke pribadi kita atau teknis pekerjaan ya? tia🙏🏻,,1,13,iya,netral,ingin tahu,pertanyaan,format,tanya isi wawancara cpns (pribadi vs teknis).,,
retweet,1.50154867448404E+018,1.50153776488123E+018,"Hyunjin baca komentar teratas di fanship yg blg kalo dia (stay) kesulitan dapat kerja, dan hyunjin blg dia gabisa ngomong bnyk krna dia ga di posisi org yg lg nyri kerja. Dia blg bagian utama dari ketakutan adalah menjadi yg satu-satunya yg tertinggal dibelakang sementara org",Wed Mar 09 13:21:16 +0000 2022,315037832,jigioknamitako,"Ngeliat status² tmn yg sibuk² sementara aku masih aja dirumah sering bikin sedih, daftar kemana² ga ketrima dan ga lolosnya di psikotes sm wawancara, akhirnya mutusin buat lebih nyiapin diri utk tes cpns dan alhamdulillah ketrima😭",,0,,iya,positif,tekad,refleksi,persiapan,gagal di psikotes/wawancara, fokus persiapan cpns, lolos.
